request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_108,0.0,not_affordable,not_recommended,none,,none,"Request 55,308.00 ZAR; spendable balance after pending-debit reserve is 31,936.40 ZAR. Conservative safe amount on request date is 0.00 ZAR while keeping the required minimum of 24,100.00 ZAR. No safe completion plan using the permitted payment methods is available. Priorities retained: healthcare, retirement_investment."
request_109,658.9000000000001,affordable_with_plan,installments,2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98,2024-04-15,none,"Request 1,863.40 EUR; spendable balance after pending-debit reserve is 2,976.46 EUR. Conservative safe amount on request date is 658.90 EUR while keeping the required minimum of 1,700.00 EUR. An allowed installment option completes by 2024-05-19; total payable is 1,937.94 EUR. Priorities retained: emergency_savings, travel."
request_110,22352.0,affordable_now,full_payment,2025-08-06:22352,2025-08-06,none,"Request 22,352.00 ZAR; spendable balance after pending-debit reserve is 61,229.53 ZAR. Conservative safe amount on request date is 22,352.00 ZAR while keeping the required minimum of 11,200.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_111,16625000.0,affordable_now,full_payment,2026-04-03:16625000,2026-04-03,none,"Request 16,625,000.00 IDR; spendable balance after pending-debit reserve is 85,204,860.00 IDR. Conservative safe amount on request date is 16,625,000.00 IDR while keeping the required minimum of 23,022,800.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_112,0.0,not_affordable,not_recommended,none,,none,"Request 271.70 EUR; spendable balance after pending-debit reserve is 1,026.00 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 500.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_113,28119.97,affordable_with_plan,full_payment,2026-09-15:36500,2026-09-15,reduce_to:event_10440:1490,"Request 36,500.00 INR; spendable balance after pending-debit reserve is 141,890.00 INR. Conservative safe amount on request date is 28,119.97 INR while keeping the required minimum of 82,300.00 INR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_10440:1490. Priorities retained: emergency_savings, travel."
request_114,65300.0,affordable_now,full_payment,2026-01-04:65300,2026-01-04,none,"Request 65,300.00 INR; spendable balance after pending-debit reserve is 219,230.00 INR. Conservative safe amount on request date is 65,300.00 INR while keeping the required minimum of 113,400.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_115,14848.079999999994,affordable_with_plan,full_payment,2024-11-15:80500,2024-11-15,stop:event_10665,"Request 80,500.00 INR; spendable balance after pending-debit reserve is 65,935.00 INR. Conservative safe amount on request date is 14,848.08 INR while keeping the required minimum of 38,800.00 INR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_10665. Priorities retained: debt_repayment, emergency_savings."
request_116,9538.595000000016,not_affordable,not_recommended,none,,none,"Request 241,200.00 INR; spendable balance after pending-debit reserve is 138,375.00 INR. Conservative safe amount on request date is 9,538.60 INR while keeping the required minimum of 80,300.00 INR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_117,880.0,affordable_now,full_payment,2026-07-05:880,2026-07-05,none,"Request 880.00 EUR; spendable balance after pending-debit reserve is 2,164.20 EUR. Conservative safe amount on request date is 880.00 EUR while keeping the required minimum of 1,000.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, retirement_investment."
request_118,627.54,affordable_with_plan,full_payment,2025-01-20:738.1,2025-01-20,stop:event_10912,"Request 738.10 EUR; spendable balance after pending-debit reserve is 1,538.51 EUR. Conservative safe amount on request date is 627.54 EUR while keeping the required minimum of 600.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_10912. Priorities retained: emergency_savings, housing."
request_119,0.0,not_affordable,not_recommended,none,,none,"Request 203,500.00 INR; spendable balance after pending-debit reserve is 282,101.01 INR. Conservative safe amount on request date is 0.00 INR while keeping the required minimum of 151,200.00 INR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, family_support."
request_120,7714000.0,affordable_now,full_payment,2026-04-06:7714000,2026-04-06,none,"Request 7,714,000.00 IDR; spendable balance after pending-debit reserve is 31,161,880.00 IDR. Conservative safe amount on request date is 7,714,000.00 IDR while keeping the required minimum of 20,050,300.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_121,633.6,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,"Request 633.60 USD; spendable balance after pending-debit reserve is 1,716.00 USD. Conservative safe amount on request date is 633.60 USD while keeping the required minimum of 800.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_122,20558000.0,affordable_now,full_payment,2025-08-05:20558000,2025-08-05,none,"Request 20,558,000.00 IDR; spendable balance after pending-debit reserve is 55,877,244.99 IDR. Conservative safe amount on request date is 20,558,000.00 IDR while keeping the required minimum of 12,588,500.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000,2026-01-07,none,"Request 4,076,000.00 IDR; spendable balance after pending-debit reserve is 62,317,500.00 IDR. Conservative safe amount on request date is 4,076,000.00 IDR while keeping the required minimum of 18,091,200.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_124,1402.0100000000002,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-07-15,none,"Request 3,104.20 EUR; spendable balance after pending-debit reserve is 3,709.56 EUR. Conservative safe amount on request date is 1,402.01 EUR while keeping the required minimum of 1,600.00 EUR. An allowed installment option completes by 2024-08-12; total payable is 3,228.36 EUR. Priorities retained: debt_repayment, emergency_savings."
request_125,6468.0,affordable_now,full_payment,2025-11-06:6468,2025-11-06,none,"Request 6,468.00 ZAR; spendable balance after pending-debit reserve is 22,027.97 ZAR. Conservative safe amount on request date is 6,468.00 ZAR while keeping the required minimum of 11,300.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_126,159600.0,affordable_now,full_payment,2026-07-03:159600,2026-07-03,none,"Request 159,600.00 INR; spendable balance after pending-debit reserve is 403,175.00 INR. Conservative safe amount on request date is 159,600.00 INR while keeping the required minimum of 129,700.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_127,0.0,not_affordable,not_recommended,none,,none,"Request 23,980.00 ZAR; spendable balance after pending-debit reserve is 66,058.00 ZAR. Conservative safe amount on request date is 0.00 ZAR while keeping the required minimum of 41,000.00 ZAR. No safe completion plan using the permitted payment methods is available. Priorities retained: emergency_savings, housing."
request_128,25168.0,affordable_now,full_payment,2025-02-07:25168,2025-02-07,none,"Request 25,168.00 ZAR; spendable balance after pending-debit reserve is 80,711.70 ZAR. Conservative safe amount on request date is 25,168.00 ZAR while keeping the required minimum of 42,600.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, family_support."
request_129,159.01,affordable_later,wait,2026-08-15:2668.8,2026-08-15,none,"Request 2,668.80 USD; spendable balance after pending-debit reserve is 1,088.00 USD. Conservative safe amount on request date is 159.01 USD while keeping the required minimum of 800.00 USD. One full payment becomes safe on 2026-08-15. Priorities retained: retirement_investment, emergency_savings."
request_130,364.7249999999997,affordable_with_plan,full_payment,2025-01-15:1978.8,2025-01-15,stop:event_11958,"Request 1,978.80 USD; spendable balance after pending-debit reserve is 2,317.46 USD. Conservative safe amount on request date is 364.72 USD while keeping the required minimum of 1,400.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_11958. Priorities retained: education, emergency_savings."
request_131,1136.9699999999993,affordable_with_plan,full_payment,2025-06-23:1855.2,2025-06-23,reduce_to:event_12065:21.2,"Request 1,855.20 USD; spendable balance after pending-debit reserve is 3,387.16 USD. Conservative safe amount on request date is 1,136.97 USD while keeping the required minimum of 1,100.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_12065:21.2. Priorities retained: healthcare, family_support."
request_132,363.73,affordable_with_plan,full_payment,2026-01-05:379.86,2026-01-05,reduce_to:event_12142:26,"Request 379.86 USD; spendable balance after pending-debit reserve is 1,744.55 USD. Conservative safe amount on request date is 363.73 USD while keeping the required minimum of 1,100.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_12142:26. Priorities retained: emergency_savings, travel."
request_133,15770000.0,affordable_now,full_payment,2024-03-07:15770000,2024-03-07,none,"Request 15,770,000.00 IDR; spendable balance after pending-debit reserve is 36,824,650.00 IDR. Conservative safe amount on request date is 15,770,000.00 IDR while keeping the required minimum of 9,986,200.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: debt_repayment, emergency_savings."
request_134,4451971.385000002,affordable_later,wait,2025-12-15:21831000,2025-12-15,none,"Request 21,831,000.00 IDR; spendable balance after pending-debit reserve is 28,020,700.00 IDR. Conservative safe amount on request date is 4,451,971.39 IDR while keeping the required minimum of 15,902,500.00 IDR. One full payment becomes safe on 2025-12-15. Priorities retained: education, debt_repayment."
request_135,304.8,affordable_now,full_payment,2026-07-06:304.8,2026-07-06,none,"Request 304.80 USD; spendable balance after pending-debit reserve is 1,041.10 USD. Conservative safe amount on request date is 304.80 USD while keeping the required minimum of 500.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, retirement_investment."
request_136,529.3599999999997,affordable_with_plan,full_payment,2024-06-03:560.4,2024-06-03,reduce_to:event_12498:27.2,"Request 560.40 USD; spendable balance after pending-debit reserve is 2,291.68 USD. Conservative safe amount on request date is 529.36 USD while keeping the required minimum of 1,100.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_12498:27.2. Priorities retained: healthcare, family_support."
request_137,26148.149999999994,affordable_later,wait,2026-09-15:80100,2026-09-15,none,"Request 80,100.00 INR; spendable balance after pending-debit reserve is 139,760.00 INR. Conservative safe amount on request date is 26,148.15 INR while keeping the required minimum of 71,800.00 INR. One full payment becomes safe on 2026-09-15. Priorities retained: emergency_savings, housing."
request_138,968.4900000000002,affordable_with_plan,partial_payment,2026-04-07:968.49|2026-04-15:288.45,2026-04-15,none,"Request 1,256.94 EUR; spendable balance after pending-debit reserve is 3,509.90 EUR. Conservative safe amount on request date is 968.49 EUR while keeping the required minimum of 2,300.00 EUR. A two-payment schedule is feasible within the requested deadline. Priorities retained: retirement_investment, emergency_savings."
request_139,1330.4099999999999,affordable_with_plan,full_payment,2024-11-15:2316,2024-11-15,stop:event_12741,"Request 2,316.00 USD; spendable balance after pending-debit reserve is 3,767.84 USD. Conservative safe amount on request date is 1,330.41 USD while keeping the required minimum of 1,500.00 USD. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_12741. Priorities retained: education, emergency_savings."
request_140,0.0,not_affordable,not_recommended,none,,none,"Request 62,832.00 ZAR; spendable balance after pending-debit reserve is 32,674.80 ZAR. Conservative safe amount on request date is 0.00 ZAR while keeping the required minimum of 21,600.00 ZAR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_141,26291.170000000013,affordable_later,wait,2026-04-15:171600,2026-04-15,none,"Request 171,600.00 INR; spendable balance after pending-debit reserve is 118,735.00 INR. Conservative safe amount on request date is 26,291.17 INR while keeping the required minimum of 67,300.00 INR. One full payment becomes safe on 2026-04-15. Priorities retained: emergency_savings, travel."
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,"Request 1,263.60 USD; spendable balance after pending-debit reserve is 5,928.85 USD. Conservative safe amount on request date is 1,263.60 USD while keeping the required minimum of 1,700.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_143,2465.2299999999977,affordable_later,wait,2025-09-15:12584,2025-09-15,none,"Request 12,584.00 ZAR; spendable balance after pending-debit reserve is 19,684.20 ZAR. Conservative safe amount on request date is 2,465.23 ZAR while keeping the required minimum of 11,300.00 ZAR. One full payment becomes safe on 2025-09-15. Priorities retained: education, debt_repayment."
request_144,0.0,not_affordable,not_recommended,none,,none,"Request 233.34 USD; spendable balance after pending-debit reserve is 1,248.08 USD. Conservative safe amount on request date is 0.00 USD while keeping the required minimum of 600.00 USD. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_145,12669.219999999972,affordable_with_plan,full_payment,2024-05-20:217400,2024-05-20,stop:event_13342|reduce_to:event_13409:3335|reduce_to:event_13341:2920,"Request 217,400.00 INR; spendable balance after pending-debit reserve is 261,013.66 INR. Conservative safe amount on request date is 12,669.22 INR while keeping the required minimum of 155,400.00 INR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_13342|reduce_to:event_13409:3335|reduce_to:event_13341:2920. Priorities retained: emergency_savings, housing."
request_146,23197.170000000013,affordable_later,wait,2025-12-15:449400,2025-12-15,none,"Request 449,400.00 INR; spendable balance after pending-debit reserve is 190,065.00 INR. Conservative safe amount on request date is 23,197.17 INR while keeping the required minimum of 108,600.00 INR. One full payment becomes safe on 2025-12-15. Priorities retained: education, family_support."
request_147,0.0,not_affordable,not_recommended,none,,none,"Request 1,129.70 EUR; spendable balance after pending-debit reserve is 1,641.53 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 900.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: retirement_investment, emergency_savings."
request_148,7120.375,affordable_with_plan,full_payment,2024-07-15:22242,2024-07-15,stop:event_13592,"Request 22,242.00 ZAR; spendable balance after pending-debit reserve is 33,181.08 ZAR. Conservative safe amount on request date is 7,120.38 ZAR while keeping the required minimum of 20,000.00 ZAR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_13592. Priorities retained: education, emergency_savings."
request_149,25043.854999999996,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"Request 36,652.00 ZAR; spendable balance after pending-debit reserve is 84,358.38 ZAR. Conservative safe amount on request date is 25,043.85 ZAR while keeping the required minimum of 42,100.00 ZAR. An allowed installment option completes by 2026-01-13; total payable is 38,118.09 ZAR. Priorities retained: healthcare, family_support."
request_150,334.3299999999999,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-01-15,none,"Request 496.10 EUR; spendable balance after pending-debit reserve is 1,257.44 EUR. Conservative safe amount on request date is 334.33 EUR while keeping the required minimum of 700.00 EUR. An allowed installment option completes by 2026-03-07; total payable is 515.94 EUR. Priorities retained: emergency_savings, travel."
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,"Request 26,999,000.00 IDR; spendable balance after pending-debit reserve is 83,998,265.00 IDR. Conservative safe amount on request date is 26,999,000.00 IDR while keeping the required minimum of 31,633,600.00 IDR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: debt_repayment, emergency_savings."
request_152,11114.635000000002,affordable_with_plan,full_payment,2025-03-15:13882,2025-03-15,reduce_to:event_14024:234.3,"Request 13,882.00 ZAR; spendable balance after pending-debit reserve is 28,368.77 ZAR. Conservative safe amount on request date is 11,114.64 ZAR while keeping the required minimum of 11,900.00 ZAR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_14024:234.3. Priorities retained: education, debt_repayment."
request_153,124.77999999999975,affordable_later,wait,2026-12-15:2830.8,2026-12-15,none,"Request 2,830.80 USD; spendable balance after pending-debit reserve is 1,903.60 USD. Conservative safe amount on request date is 124.78 USD while keeping the required minimum of 1,400.00 USD. One full payment becomes safe on 2026-12-15. Priorities retained: emergency_savings, travel."
request_154,1625.8,affordable_now,full_payment,2024-12-04:1625.8,2024-12-04,none,"Request 1,625.80 EUR; spendable balance after pending-debit reserve is 4,679.40 EUR. Conservative safe amount on request date is 1,625.80 EUR while keeping the required minimum of 1,300.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, housing."
request_155,0.0,not_affordable,not_recommended,none,,none,"Request 112,500.00 INR; spendable balance after pending-debit reserve is 218,050.00 INR. Conservative safe amount on request date is 0.00 INR while keeping the required minimum of 56,300.00 INR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, family_support."
request_156,10787.880000000005,affordable_with_plan,full_payment,2026-05-15:43076,2026-05-15,reduce_to:event_14359:402.6,"Request 43,076.00 ZAR; spendable balance after pending-debit reserve is 40,488.30 ZAR. Conservative safe amount on request date is 10,787.88 ZAR while keeping the required minimum of 26,900.00 ZAR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_14359:402.6. Priorities retained: retirement_investment, emergency_savings."
request_157,4753445.219999999,affordable_with_plan,full_payment,2024-04-15:23503000,2024-04-15,reduce_to:event_14434:197600,"Request 23,503,000.00 IDR; spendable balance after pending-debit reserve is 25,805,950.00 IDR. Conservative safe amount on request date is 4,753,445.22 IDR while keeping the required minimum of 15,714,100.00 IDR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_14434:197600. Priorities retained: education, emergency_savings."
request_158,242600.0,affordable_now,full_payment,2025-08-07:242600,2025-08-07,none,"Request 242,600.00 INR; spendable balance after pending-debit reserve is 745,417.10 INR. Conservative safe amount on request date is 242,600.00 INR while keeping the required minimum of 131,400.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,"Request 13,398.00 ZAR; spendable balance after pending-debit reserve is 40,283.20 ZAR. Conservative safe amount on request date is 13,398.00 ZAR while keeping the required minimum of 8,700.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_160,570.2900000000002,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Request 1,246.30 EUR; spendable balance after pending-debit reserve is 2,057.61 EUR. Conservative safe amount on request date is 570.29 EUR while keeping the required minimum of 1,200.00 EUR. An allowed installment option completes by 2024-08-14; total payable is 1,296.15 EUR. Priorities retained: debt_repayment, emergency_savings."
request_161,0.0,not_affordable,not_recommended,none,,none,"Request 21,204,000.00 IDR; spendable balance after pending-debit reserve is 40,251,950.00 IDR. Conservative safe amount on request date is 0.00 IDR while keeping the required minimum of 23,010,400.00 IDR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_162,2428051.1899999976,affordable_later,wait,2027-01-15:83923000,2027-01-15,none,"Request 83,923,000.00 IDR; spendable balance after pending-debit reserve is 32,762,400.00 IDR. Conservative safe amount on request date is 2,428,051.19 IDR while keeping the required minimum of 24,161,100.00 IDR. One full payment becomes safe on 2027-01-15. Priorities retained: healthcare, retirement_investment."
request_163,7997644.270000003,affordable_with_plan,full_payment,2024-10-20:19304000,2024-10-20,reduce_to:event_15018:664050,"Request 19,304,000.00 IDR; spendable balance after pending-debit reserve is 47,807,624.26 IDR. Conservative safe amount on request date is 7,997,644.27 IDR while keeping the required minimum of 26,728,700.00 IDR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_15018:664050. Priorities retained: emergency_savings, housing."
request_164,0.0,not_affordable,not_recommended,none,,none,"Request 27,018,000.00 IDR; spendable balance after pending-debit reserve is 75,429,169.20 IDR. Conservative safe amount on request date is 0.00 IDR while keeping the required minimum of 29,550,500.00 IDR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, family_support."
request_165,80600.0,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,"Request 80,600.00 INR; spendable balance after pending-debit reserve is 366,705.00 INR. Conservative safe amount on request date is 80,600.00 INR while keeping the required minimum of 95,000.00 INR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_166,2907.6,affordable_now,full_payment,2024-12-03:2907.6,2024-12-03,none,"Request 2,907.60 USD; spendable balance after pending-debit reserve is 9,001.95 USD. Conservative safe amount on request date is 2,907.60 USD while keeping the required minimum of 1,700.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_167,43802.0,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,"Request 43,802.00 ZAR; spendable balance after pending-debit reserve is 105,090.30 ZAR. Conservative safe amount on request date is 43,802.00 ZAR while keeping the required minimum of 31,200.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: healthcare, family_support."
request_168,39306.405,affordable_with_plan,partial_payment,2026-01-07:39306.4|2026-01-15:10073.6,2026-01-15,none,"Request 49,380.00 INR; spendable balance after pending-debit reserve is 173,843.00 INR. Conservative safe amount on request date is 39,306.40 INR while keeping the required minimum of 114,400.00 INR. A two-payment schedule is feasible within the requested deadline. Priorities retained: emergency_savings, travel."
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Request 41,976.00 ZAR; spendable balance after pending-debit reserve is 77,544.50 ZAR. Conservative safe amount on request date is 41,976.00 ZAR while keeping the required minimum of 18,700.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_170,30061352.590000004,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-09-15,none,"Request 36,936,000.00 IDR; spendable balance after pending-debit reserve is 69,446,998.40 IDR. Conservative safe amount on request date is 30,061,352.59 IDR while keeping the required minimum of 24,715,800.00 IDR. An allowed installment option completes by 2025-10-01; total payable is 38,413,440.00 IDR. Priorities retained: education, debt_repayment."
request_171,67.1400000000001,affordable_later,wait,2026-11-15:1878.8,2026-11-15,none,"Request 1,878.80 EUR; spendable balance after pending-debit reserve is 810.65 EUR. Conservative safe amount on request date is 67.14 EUR while keeping the required minimum of 500.00 EUR. One full payment becomes safe on 2026-11-15. Priorities retained: healthcare, retirement_investment."
request_172,9130.370000000003,affordable_with_plan,partial_payment,2024-06-05:9130.37|2024-06-15:1069.63,2024-06-15,none,"Request 10,200.00 ZAR; spendable balance after pending-debit reserve is 50,942.40 ZAR. Conservative safe amount on request date is 9,130.37 ZAR while keeping the required minimum of 27,200.00 ZAR. A two-payment schedule is feasible within the requested deadline. Priorities retained: healthcare, family_support."
request_173,61952.96999999997,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-12-15,none,"Request 113,000.00 INR; spendable balance after pending-debit reserve is 162,290.53 INR. Conservative safe amount on request date is 61,952.97 INR while keeping the required minimum of 79,100.00 INR. An allowed installment option completes by 2026-01-16; total payable is 117,519.99 INR. Priorities retained: emergency_savings, travel."
request_174,1146.2,affordable_now,full_payment,2026-04-04:1146.2,2026-04-04,none,"Request 1,146.20 EUR; spendable balance after pending-debit reserve is 3,266.04 EUR. Conservative safe amount on request date is 1,146.20 EUR while keeping the required minimum of 700.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,"Request 2,346.30 EUR; spendable balance after pending-debit reserve is 4,760.25 EUR. Conservative safe amount on request date is 2,346.30 EUR while keeping the required minimum of 1,700.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, emergency_savings."
request_176,0.0,not_affordable,not_recommended,none,,none,"Request 1,239.70 EUR; spendable balance after pending-debit reserve is 1,286.95 EUR. Conservative safe amount on request date is 0.00 EUR while keeping the required minimum of 600.00 EUR. No safe completion plan using the permitted payment methods is available. Priorities retained: healthcare, family_support."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"Request 1,017.60 USD; spendable balance after pending-debit reserve is 2,987.24 USD. Conservative safe amount on request date is 1,017.60 USD while keeping the required minimum of 1,300.00 USD. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: emergency_savings, travel."
request_178,2938.1,affordable_now,full_payment,2024-12-07:2938.1,2024-12-07,none,"Request 2,938.10 EUR; spendable balance after pending-debit reserve is 7,959.30 EUR. Conservative safe amount on request date is 2,938.10 EUR while keeping the required minimum of 1,400.00 EUR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: retirement_investment, emergency_savings."
request_179,6506134.090000011,affordable_later,wait,2025-10-15:41648000,2025-10-15,none,"Request 41,648,000.00 IDR; spendable balance after pending-debit reserve is 79,388,050.00 IDR. Conservative safe amount on request date is 6,506,134.09 IDR while keeping the required minimum of 41,430,800.00 IDR. One full payment becomes safe on 2025-10-15. Priorities retained: education, debt_repayment."
request_180,0.0,not_affordable,not_recommended,none,,none,"Request 66,500.00 INR; spendable balance after pending-debit reserve is 132,690.00 INR. Conservative safe amount on request date is 0.00 INR while keeping the required minimum of 37,300.00 INR. No safe completion plan using the permitted payment methods is available. Priorities retained: education, debt_repayment."
request_181,290.75499999999965,not_affordable,not_recommended,none,,none,"Request 5,059.20 USD; spendable balance after pending-debit reserve is 3,270.00 USD. Conservative safe amount on request date is 290.75 USD while keeping the required minimum of 2,000.00 USD. No safe completion plan using the permitted payment methods is available. Priorities retained: emergency_savings, housing."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Request 65,714.00 ZAR; spendable balance after pending-debit reserve is 123,767.30 ZAR. Conservative safe amount on request date is 65,714.00 ZAR while keeping the required minimum of 31,100.00 ZAR. Full payment is safe now and the forecast stays above the minimum balance. Priorities retained: education, family_support."
request_183,25097453.135000005,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"Request 26,866,000.00 IDR; spendable balance after pending-debit reserve is 40,826,223.74 IDR. Conservative safe amount on request date is 25,097,453.14 IDR while keeping the required minimum of 11,878,300.00 IDR. An allowed installment option completes by 2026-06-09; total payable is 27,940,640.01 IDR. Priorities retained: emergency_savings, travel."
request_184,17569.200000000026,affordable_later,wait,2024-11-15:251900,2024-11-15,none,"Request 251,900.00 INR; spendable balance after pending-debit reserve is 163,160.00 INR. Conservative safe amount on request date is 17,569.20 INR while keeping the required minimum of 110,800.00 INR. One full payment becomes safe on 2024-11-15. Priorities retained: emergency_savings, travel."
request_185,310.35000000000014,affordable_with_plan,full_payment,2026-01-15:1257.3,2026-01-15,reduce_to:event_17120:33.5|stop:event_17052,"Request 1,257.30 EUR; spendable balance after pending-debit reserve is 2,083.40 EUR. Conservative safe amount on request date is 310.35 EUR while keeping the required minimum of 1,300.00 EUR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: reduce_to:event_17120:33.5|stop:event_17052. Priorities retained: emergency_savings, housing."
request_186,7512.990000000002,affordable_with_plan,full_payment,2026-02-15:26554,2026-02-15,stop:event_17158,"Request 26,554.00 ZAR; spendable balance after pending-debit reserve is 44,863.50 ZAR. Conservative safe amount on request date is 7,512.99 ZAR while keeping the required minimum of 22,000.00 ZAR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_17158. Priorities retained: emergency_savings, travel."
request_187,37750.92999999999,affordable_with_plan,full_payment,2024-10-15:187500,2024-10-15,stop:event_17265,"Request 187,500.00 INR; spendable balance after pending-debit reserve is 195,735.00 INR. Conservative safe amount on request date is 37,750.93 INR while keeping the required minimum of 128,300.00 INR. Full payment is made safe by permitted changes to flexible recurring spending. Spending changes: stop:event_17265. Priorities retained: debt_repayment, emergency_savings."
